;;;;;;;;;;;;
;;;;;;;;;;;;
DateTime;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C
01-01-2023 02:145;34,7;10;1,4;0;343;12;0,5;10,4;9,3;19,6;0;13
01-01-2023 03:145;13,5;9;1,9;0;344;15,5;0,4;7,9;7;14,9;0;14,4
01-01-2023 04:145;11,5;6;1;0;151;18,4;0,3;5;4,2;9,2;0;15,8
01-01-2023 05:145;9,5;1;1,2;0;101;18,4;0,3;5,2;4,2;9,4;0;17,3
01-01-2023 06:145;10,6;3;3,9;0;135;19,9;0,2;3,8;2,6;6,4;0;16,4
01-01-2023 01:146;9,9;0;2,7;0;123;20;0,3;4,3;3,2;7,5;0;16,6
01-01-2023 02:146;22;0;2,7;0;133;20,4;0,2;3,5;2,8;6,2;0;17,6
01-01-2023 03:146;17,8;0;1,4;0;191;21,2;0,2;2,5;2,8;5,2;0;18,9
01-01-2023 04:146;8,3;0;0,7;0;51;22,4;0,2;3,7;3,3;6,9;0;18,7
01-01-2023 05:146;8;3;0,2;0;208;22,5;0,3;3,8;4;7,7;0;18,4
01-01-2023 06:146;8,7;1;1,3;0;167;22,2;0,3;3,3;3,9;7,2;0;16,9
01-01-2023 01:147;8,7;5;2,7;0;138;22,6;0,3;3,4;4,1;7,5;0;14,1
01-01-2023 02:147;10,2;5;1,5;0;125;21,7;0,3;2,6;5,7;8,3;0;13,2
01-01-2023 03:147;19,6;1;2,6;0;107;21,7;0,3;3,3;5,7;8,9;0;12,5
01-01-2023 04:147;24,7;7;2,7;0;118;24,9;0,3;1,2;3,3;4,5;0;12,1
01-01-2023 05:147;17,1;9;2,2;0;110;23,8;0,3;1,8;4,4;6,2;0;11,8
01-01-2023 06:147;14,1;5;0,8;0;123;22;0,2;5,7;6,3;12;0;11,7
01-01-2023 01:148;16,7;5;0,7;0;70;20,3;0,2;1,6;6,4;8,1;0;11,6
01-01-2023 02:148;18;7;0,6;0;81;12,7;0,2;3,6;10,1;13,7;0;10,5
01-01-2023 03:148;15,1;7;0,8;0;116;11,1;0,2;3,4;9,7;13,1;0;9,5
01-01-2023 04:148;11,9;5;0,7;0;132;8,7;0,2;3,9;11,1;14,9;0;8,9
01-01-2023 05:148;21,8;6;0,4;0;76;5,5;0,3;15,8;14,5;30,4;0;9,2
01-01-2023 06:148;38,1;8;0,8;0;349;3,9;0,5;21,5;16,8;38,4;0;9,9
01-01-2023 01:149;32,2;11;0,4;0;27;0,9;1,4;93,4;22,9;116,3;0;9,5
01-01-2023 02:149;66,1;29;0,5;0;72;2,8;1,4;73,2;22,9;96,1;0;11,4
01-01-2023 03:149;58,7;29;1,2;0;349;13,2;0,8;28,8;18,6;47,3;0;15,7
01-01-2023 04:149;27,1;11;1;0;316;0;0;0;0;0;0;16,5
01-01-2023 05:149;26,4;10;0,2;0;293;0;0,3;6;7,1;13,1;0;20
01-01-2023 06:149;17,3;7;0,8;0;165;0;0,2;3;3,3;6,3;0;20,6
01-01-2023 01:150;9,4;1;1,5;0;119;0;0,2;3,6;3,3;6,9;0;20,5
01-01-2023 02:150;14,8;0;1,4;0;167;0;0,2;4,4;3,6;8,1;0;21,2
01-01-2023 03:150;21,2;7;2,3;0;151;0;0,2;4,5;5,1;9,6;0;20
01-01-2023 04:150;20,8;10;2,4;0;166;0;0,2;4,5;5,3;9,7;0;19,1
01-01-2023 05:150;25,9;1;1,9;0;144;0;0,2;5,3;4,6;9,9;0;18,2
01-01-2023 06:150;17;0;3,4;0;127;0;0,3;3,5;4,3;7,8;0;16,4
01-01-2023 01:151;16,8;6;3,3;0;117;0;0,2;3;4,2;7,3;0;14,7
01-01-2023 02:151;20,5;7;0,6;0;97;0;0,3;2,8;5,6;8,3;0;13,9
01-01-2023 03:151;14,9;7;4;0;111;0;0,2;1,3;3,3;4,6;0;12,9
01-01-2023 04:151;28,8;11;2,7;0;106;0;0,2;1,1;2,7;3,8;0;12,8
01-01-2023 05:151;12,4;12;0,9;0;112;0;0,2;1;2,9;3,9;0;12,5
01-01-2023 06:151;19,5;11;1,2;0;121;0;0,2;0,7;4,9;5,6;0;12,1
01-01-2023 01:152;12,1;11;1,2;0;97;0;0,2;0,5;2,9;3,4;0;11,4
01-01-2023 02:152;14,6;6;1,6;0;119;0;0,2;1,3;5;6,4;0;11
01-01-2023 03:152;10,9;4;0,7;0;41;0;0,1;1;4,6;5,7;0;10,6
01-01-2023 04:152;8;8;0,5;0;41;0;0,2;6,2;11,5;17,7;0;9,9
01-01-2023 05:152;15,4;7;0,6;0;76;0;0,3;15,8;15,4;31,2;0;8,8
01-01-2023 06:152;36,6;6;0,5;0;32;0;1;76,6;22,6;99,2;0;8,4
01-01-2023 01:153;84,1;33;0,8;0;73;0;1,2;72,5;19,1;91,5;0;9,2
01-01-2023 02:153;39,3;14;0,3;0;132;0;0,9;34;16,8;50,8;0;12
01-01-2023 03:153;27,1;13;0,3;0;211;0;0,5;17,3;11,4;28,7;0;16
01-01-2023 04:153;17,1;11;1,6;0;332;0;0,3;7,3;6,9;14,2;0;18
01-01-2023 05:153;23,9;12;0,7;0;297;0;0,2;5,7;5,2;10,8;0;19,8
01-01-2023 06:153;12,4;9;1;0;27;0;0,2;4;3,7;7,7;0;20,8
01-01-2023 01:154;11,6;2;0,8;0;356;0;0,2;3,6;3,7;7,3;0;21,4
01-01-2023 02:154;19,7;4;1,8;0;137;0;0,2;3,6;3,8;7,4;0;20,9
01-01-2023 03:154;21,4;11;2,4;0;148;0;0,3;3,6;5,1;8,7;0;19,5
01-01-2023 04:154;23;8;1,2;0;52;0;0,4;8,7;12;20,6;0;18,2
01-01-2023 05:154;20,8;7;2,2;0;147;0;0,3;5,6;8,2;13,8;0;18
01-01-2023 06:154;18;10;1,2;0;137;0;0,4;5,7;12,2;17,9;0;17,6
01-01-2023 01:155;34,9;11;1,7;0;128;0;0,3;1,9;5,7;7,7;0;14,8
01-01-2023 02:155;25,4;10;2,4;0;148;0;0,3;1,8;3,8;5,7;0;13,7
01-01-2023 03:155;24,7;19;2,3;0;118;0;0,3;2,7;4,4;7,1;0;13,4
01-01-2023 04:155;14,4;13;3,1;0;117;0;0,2;2,1;3,8;5,8;0;12,9
01-01-2023 05:155;18,1;9;0,9;0;89;0;0,2;1;2,9;3,8;0;13,2
01-01-2023 06:155;16,5;9;0,5;0;148;0;0,2;0,8;5,2;6;0;12,8
01-01-2023 01:156;19;14;1,1;0;24;0;0,2;0,3;2,4;2,8;0;12,4
01-01-2023 02:156;16;15;0,8;0;37;0;0,2;0,2;2,3;2,5;0;12,3
01-01-2023 03:156;14,8;14;2,4;0;120;0;0,2;0,1;1,2;1,3;0;12,2
01-01-2023 04:156;20,5;15;1,7;0;137;0;0,2;0,1;1,2;1,3;0;12
01-01-2023 05:156;16,6;15;0,5;0;136;0;0,2;0,5;2,2;2,8;0;11,9
01-01-2023 06:156;12,2;12;0,8;0;231;0;0,3;2,5;7,7;10,3;0;11,5
01-01-2023 01:157;21,5;9;1;0;315;0;0,4;5,9;12,9;18,9;0;11,3
01-01-2023 02:157;21;9;0,5;0;33;0;0,6;11,9;13,4;25,3;0;12,6
01-01-2023 03:157;32,5;19;2,4;0;139;0;0,3;4,4;4,8;9,3;0;15,1
01-01-2023 04:157;20,5;7;1,2;0;171;0;0,3;5,4;5,6;11;0;16,1
01-01-2023 05:157;15,6;8;1,6;0;19;0;0,3;4,5;4,6;9,2;0;17,3
01-01-2023 06:157;16,8;10;1,4;0;334;0;0,3;4,2;6,4;10,6;0;18,4
01-01-2023 01:158;27,3;8;1,1;0;207;0;0,3;3,4;5,1;8,6;0;19,5
01-01-2023 02:158;0;21;0,3;0;238;0;0,3;4,2;5,2;9,4;0;20,4
01-01-2023 03:158;27;8;1;0;155;0;0,2;3,5;4,6;8,1;0;21,8
01-01-2023 04:158;21,2;15;2,9;0;138;0;0,3;4,2;6,2;10,3;0;18,7
01-01-2023 05:158;22,2;2;3,8;0;132;0;0,3;4;5,5;9,5;0;16
01-01-2023 06:158;21,5;6;1,6;0;127;0;0,4;4,6;8,6;13,2;0;16,3
01-01-2023 01:159;20;10;2,4;0;138;0;0,3;2,5;4,8;7,3;0;15
01-01-2023 02:159;24,2;10;1,9;0;137;0;0,4;6,1;11,4;17,5;0;14,2
01-01-2023 03:159;26,4;11;1,8;0;124;0;0,6;9,6;17,5;27,1;0;13,2
01-01-2023 04:159;33,2;17;3,5;0;109;0;0,2;1,4;2,7;4;0;12,8
01-01-2023 05:159;21,7;12;2,5;0;104;0;0,2;0,9;2,3;3,2;0;12,6
01-01-2023 06:159;18,8;16;2;0;143;0;0,2;0,4;2,2;2,6;0;12,1
01-01-2023 01:160;15,4;13;1,7;0;219;0;0,2;0,1;2,2;2,3;0;11,9
01-01-2023 02:160;16,6;12;1,1;0;129;0;0,2;0,4;3,8;4,2;0;10,7
01-01-2023 03:160;13,6;7;1,5;0;130;0;0,2;0,2;1,9;2,2;0;10,5
01-01-2023 04:160;11,6;5;1;0;130;0;0,2;0,2;1,8;2,1;0;10,3
01-01-2023 05:160;14,9;8;1,5;0;140;0;0,2;0,6;2,7;3,3;0;10,4
01-01-2023 06:160;14,6;11;1,3;0;118;0;0,3;6,1;9,1;15,2;0;9,9
01-01-2023 01:161;21,5;16;2;0;101;0;0,5;12;11;23;0;9,9
01-01-2023 02:161;25,6;12;1,4;0;70;0;0,4;7,3;8;15,4;0;10,6
01-01-2023 03:161;20;20;0,8;0;241;0;0,4;6,1;7,8;13,9;0;13,5
01-01-2023 04:161;22,7;20;1,3;0;194;0;0,3;4,5;5,4;9,8;0;14,2
01-01-2023 05:161;16,8;5;1,5;0;196;0;0,2;2,6;3,5;6,1;0;17,2
01-01-2023 06:161;23,2;5;1,3;0;217;0;0,2;2,8;3,4;6,3;0;19,5
01-01-2023 01:162;14,6;8;0,9;0;289;0;0,3;3,2;3,9;7,1;0;19,9
01-01-2023 02:162;11,9;10;0,2;0;62;0;0,3;4,6;5,2;9,9;0;19,7
01-01-2023 03:162;22,7;7;3,6;0;118;0;0,3;3;3,8;6,8;0;18
01-01-2023 04:162;27,2;2;4,6;0;129;0;0,3;4,1;3,1;7,2;0;18,4
01-01-2023 05:162;20;3;5,1;0;139;0;0,3;3,5;3,9;7,4;0;17,4
01-01-2023 06:162;23;7;3,7;0;119;0;0,4;3,9;5,2;9,2;0;15,5
01-01-2023 01:163;15,3;10;3;0;130;0;0,3;2,6;5,2;7,7;0;14,6
01-01-2023 02:163;19,3;7;2,9;0;113;0;0,3;2,4;4,9;7,3;0;14,1
01-01-2023 03:163;17,3;7;2,7;0;131;0;0,3;1,7;3,2;4,9;0;13,4
01-01-2023 04:163;18,8;12;2,5;0;139;0;0,3;1,7;4;5,7;0;13,5
01-01-2023 05:163;22,5;10;1,4;0;151;0;0,3;1;3,6;4,6;0;13,6
01-01-2023 06:163;14,6;10;1,2;0;177;0;0,3;0,7;3,3;4;0;13,4
01-01-2023 01:164;16,6;16;2,4;0;129;0;0,3;0,8;2,5;3,3;0;13
01-01-2023 02:164;17,1;7;2,8;0;134;0;0,2;0,3;1,8;2,1;0;12,8
01-01-2023 03:164;16,3;6;1;0;271;0;0,2;0,2;1,8;2;0;12,4
01-01-2023 04:164;7,4;7;0,9;0;226;0;0,2;0,2;2,2;2,4;0;12,4
01-01-2023 05:164;10,1;7;1,5;0;175;0;0,2;0,3;1,9;2,2;0;12
01-01-2023 06:164;10,4;3;1,1;0;149;0;0,3;1,1;3,3;4,4;0;11,9
01-01-2023 01:165;10,4;2;1,7;0;172;0;0,2;1;2,3;3,3;0;11,8
01-01-2023 02:165;10,5;3;1;0;165;0;0,3;2,7;3,3;6;0;13
01-01-2023 03:165;0;15;2,8;0;147;0;0,3;3,5;3,3;6,8;0;13,8
01-01-2023 04:165;15,4;5;2,7;0;130;0;0,3;3,6;3,3;6,9;0;15,9
01-01-2023 05:165;13,9;4;1,4;0;139;0;0,3;3;3,5;6,5;0;18,1
01-01-2023 06:165;23,2;8;1,3;0;109;0;0,3;3,3;3,5;6,8;0;19,5
01-01-2023 01:166;22,3;11;2,3;0;154;0;0,3;2,9;3,4;6,3;0;20
01-01-2023 02:166;20,5;11;2,5;0;136;0;0,3;3,8;3;6,8;0;19,9
01-01-2023 03:166;16,9;11;4;0;129;0;0,3;2,2;2,6;4,8;0;19,5
01-01-2023 04:166;24,9;12;3;0;139;0;0,3;2,3;3,3;5,6;0;18,9
01-01-2023 05:166;20,4;10;3,4;0;126;0;0,3;2,5;3,4;5,9;0;16,8
01-01-2023 06:166;14,7;8;3,5;0;123;0;0,3;1,8;3,7;5,5;0;15,2
01-01-2023 01:167;16,6;7;3,1;0;134;0;0,3;1,6;2,8;4,4;0;14,3
01-01-2023 02:167;12,9;5;2,7;0;123;0;0,3;1;3,3;4,3;0;13,8
01-01-2023 03:167;23,2;17;3,4;0;105;0;0,3;1,2;2,5;3,6;0;13,3
01-01-2023 04:167;21,3;13;2,7;0;121;0;0,3;0,7;2,1;2,8;0;13
01-01-2023 05:167;17,8;11;2,2;0;146;0;0,3;1,2;2,4;3,6;0;12,7
01-01-2023 06:167;28,3;9;1,5;0;188;0;0,3;0,7;2,3;3;0;13
01-01-2023 01:168;0;18;1,4;0;84;0;0,2;0,2;2;2,2;0;13,1
01-01-2023 02:168;9,5;7;2,5;0;107;0;0,2;0,2;1,2;1,5;0;12,7
01-01-2023 03:168;21,5;7;2,4;0;116;0;0,2;0,2;1,4;1,6;0;12,1
01-01-2023 04:168;8;8;2;0;124;0;0,2;0,2;1,2;1,4;0;11,8
01-01-2023 05:168;17;9;0,9;0;210;0;0,2;0,1;1,2;1,4;0;11,4
01-01-2023 06:168;12,1;7;1,1;0;148;0;0,2;1;4,5;5,5;0;11
01-01-2023 01:169;12,7;9;0,9;0;277;0;0,2;0,7;3,1;3,8;0;11,7
01-01-2023 02:169;11;11;3,4;0;147;0;0,2;0,8;1,9;2,7;0;12,3
01-01-2023 03:169;27,9;9;2,1;0;141;0;0,2;1,1;1,9;3;0;14,3
01-01-2023 04:169;11;5;1,9;0;189;0;0,2;0,9;2;3;0;15
01-01-2023 05:169;17,3;6;1;0;111;0;0,2;1,8;2,9;4,7;0;15,6
01-01-2023 06:169;19,5;11;1,6;0;118;0;0,2;1,4;2,3;3,8;0;16,5
01-01-2023 01:170;11;11;2,1;0;128;0;0,2;1,4;2,2;3,6;0;17,1
01-01-2023 02:170;11,4;8;1,3;0;169;0;0,2;2,2;3,3;5,5;0;19
01-01-2023 03:170;11,5;7;2,4;0;112;0;0,2;1,6;2,3;3,9;0;17,9
01-01-2023 04:170;17,1;12;2;0;96;0;0,2;1,1;2,2;3,3;0;16,7
01-01-2023 05:170;17;11;1,4;0;133;0;0,2;0,8;2,3;3,1;0;16,8
01-01-2023 06:170;9,4;9;2,3;0;131;0;0,3;0,8;2,5;3,3;0;15,7
01-01-2023 01:171;19,5;12;3,2;0;136;0;0,3;1,9;3,8;5,6;0;14,4
01-01-2023 02:171;25,2;13;3,1;0;133;0;0,3;1,2;3,6;4,8;0;13,8
01-01-2023 03:171;16,8;15;1,4;0;194;0;0,3;0,8;3,1;3,9;0;13,7
01-01-2023 04:171;17,3;6;1,9;0;170;0;0,2;0,3;2,3;2,6;0;13,3
01-01-2023 05:171;21,5;9;2,6;0;160;0;0,2;0,7;1,7;2,4;0;12,9
01-01-2023 06:171;0;16;1,9;0;175;0;0,2;0,2;1,8;2;0;12,8
01-01-2023 01:172;11,7;8;0,9;0;119;0;0,2;0,5;3,4;3,9;0;12,2
01-01-2023 02:172;16,1;8;0,4;0;103;0;0,2;1,2;5;6,2;0;10,9
01-01-2023 03:172;13,9;10;0,5;0;46;0;0,3;1,7;11,7;13,4;0;10,7
01-01-2023 04:172;18,3;11;0,7;0;83;0;0,3;2,7;11;13,7;0;11,6
01-01-2023 05:172;17,5;12;1,4;0;110;0;0,2;4,5;5,6;10,2;0;12
01-01-2023 06:172;17,7;6;1,4;0;119;0;0,3;4,5;7,3;11,9;0;12,1
01-01-2023 01:173;14,9;4;0,2;0;71;0;1,2;70,9;19;89,9;0;11,4
01-01-2023 02:173;76,1;32;1,1;0;84;0;0,8;30,4;10,4;40,8;2,6;12,6
01-01-2023 03:173;25,9;25;0,6;0;163;0;0;0;0;0;0;14,3
01-01-2023 04:173;20;10;2,1;0;151;0;0;0;0;0;0;17
01-01-2023 05:173;20,5;11;3,3;0;109;0;0;0;0;0;0;18
01-01-2023 06:173;14,4;11;2;0;136;0;0;0;0;0;0;19,8
01-01-2023 01:174;17,8;15;3,1;0;155;0;0,3;4;3,6;7,6;0,4;19,7
01-01-2023 02:174;17,3;8;3,3;0;120;0;0,3;3,5;3,2;6,7;0,3;19,2
01-01-2023 03:174;24,7;8;3,2;0;135;0;0,3;2,7;3;5,8;0,5;18,9
01-01-2023 04:174;17,1;7;3,8;0;121;0;0,3;3,6;3,2;6,8;0,4;18,5
01-01-2023 05:174;18,3;5;4,6;0;125;0;0,3;3,6;3,3;7;0,4;16,9
01-01-2023 06:174;21,7;1;2,6;0;114;0;0,4;4,7;6,1;10,7;0,6;16,3
01-01-2023 01:175;19;5;3,8;0;129;0;0,3;3;5;8,1;0,4;14,6
01-01-2023 02:175;26,6;9;2,5;0;142;0;0,3;2,2;5;7,3;0,4;13,9
01-01-2023 03:175;18,3;7;2,5;0;127;0;0,3;4,7;5,7;10,4;0,3;13,7
01-01-2023 04:175;18;10;0,8;0;132;0;0,3;1,7;3,8;5,6;0,4;13,2
01-01-2023 05:175;21;11;0,1;0;168;0;0,3;0,9;5,1;6;0,5;13,2
01-01-2023 06:175;17;17;3,9;0;121;0;0,2;0,4;1,6;2;0,4;13,1
01-01-2023 01:176;19,3;5;3,2;0;112;0;0,2;0,6;1,4;2;0,4;12,8
01-01-2023 02:176;12,9;6;2,3;0;115;0;0,2;0,2;1,1;1,3;0,3;12,7
01-01-2023 03:176;12,4;9;2,9;0;104;0;0,2;0,1;1;1,1;0,3;12,7
01-01-2023 04:176;17,5;10;2,1;0;116;0;0,2;0,2;1,4;1,6;0,3;12,6
01-01-2023 05:176;12,7;8;0,8;0;334;0;0,2;1,3;6;7,3;0,3;12,3
01-01-2023 06:176;12,3;10;1,6;0;125;0;0,2;3,1;8;11,1;0,3;12,2
01-01-2023 01:177;22,1;17;1,1;0;89;0;0,5;11,5;13,1;24,6;0,5;12,7
01-01-2023 02:177;24,9;11;0,8;0;103;0;0,5;10,8;10,7;21,5;0,5;14,3
01-01-2023 03:177;28,3;11;2;0;149;0;0,3;5,6;4,7;10,3;0,3;15,9
01-01-2023 04:177;22,7;8;1,3;0;153;0;0,3;5;4,3;9,4;0,3;18,3
01-01-2023 05:177;15,4;7;1,4;0;144;0;0,2;3,9;3,4;7,4;0,4;18,9
01-01-2023 06:177;13,6;9;1,4;0;169;0;0,2;3,1;2,8;6;0,4;20,4
01-01-2023 01:178;18,1;15;2,1;0;128;0;0,3;4,4;3,9;8,2;0,4;19,7
01-01-2023 02:178;27,1;11;2,5;0;141;0;0,3;4,6;4,5;9,1;0,5;19,9
01-01-2023 03:178;35,9;16;4;0;132;0;0,2;3,4;3,5;6,9;0,5;18,4
01-01-2023 04:178;21,7;2;2,8;0;150;0;0,3;4,2;4;8,2;0,4;17,7
01-01-2023 05:178;21,5;0;1,5;0;150;0;0,4;6,6;6,9;13,6;0,5;17,7
01-01-2023 06:178;22,1;0;2,6;0;132;0;0,3;3,8;4,5;8,2;0;16,9
01-01-2023 01:179;28,2;6;1,8;0;97;0;0,3;2,7;5,5;8,2;0,4;15,4
01-01-2023 02:179;21;7;0,7;0;155;0;0,3;1,9;5;6,9;0,5;14,5
01-01-2023 03:179;28,6;4;2,9;0;128;0;0,3;2,8;4,9;7,7;0,4;14,2
01-01-2023 04:179;32,7;8;0,6;0;99;0;0,3;1,4;4,1;5,4;0,4;13,9
01-01-2023 05:179;18,5;13;0,5;0;335;0;0,3;1,2;5,3;6,4;0,3;13,5
01-01-2023 06:179;15,9;13;1,8;0;104;0;0,2;1,1;3,7;4,8;0,3;13,7
01-01-2023 01:180;12,2;6;1,2;0;159;0;0,2;0,1;1,4;1,5;0,3;13,6
01-01-2023 02:180;10,4;4;0,9;0;122;0;0,2;0,2;1,7;1,9;0,5;13,1
01-01-2023 03:180;11,2;9;2,6;0;110;0;0,2;0,2;1;1,2;0,5;13,1
01-01-2023 04:180;13,9;8;0,5;0;95;0;0,2;0,2;1,7;1,9;0,4;12,8
01-01-2023 05:180;15,8;5;0,1;0;130;0;0,2;0,4;2,8;3,3;0,5;12,6
01-01-2023 06:180;15,6;8;0,4;0;42;0;0,3;7,8;9,9;17,7;0,5;12,5
01-01-2023 01:181;25,6;18;1,8;0;111;0;0,4;10,1;10,4;20,4;0,5;12,7
01-01-2023 02:181;20,4;9;1;0;107;0;0,4;6,8;7,1;14;0,4;13,5
01-01-2023 03:181;22,2;7;0,5;0;280;0;0,3;3,6;5,8;9,4;0,3;14,9
01-01-2023 04:181;21,5;9;0,5;0;44;0;0,3;5,4;6,2;11,5;0,4;15,7
01-01-2023 05:181;13,9;12;0,5;0;32;0;0,3;3,9;4,4;8,2;0,4;16,6
01-01-2023 06:181;13,2;8;1,4;0;208;0;0,3;3,8;4,2;8;0,2;18,4
01-01-2023 01:182;19,3;4;1,3;0;353;0;0,3;3,3;4;7,3;0,3;18,9
01-01-2023 02:182;11,9;6;1,1;0;167;0;0,3;3,8;3,5;7,4;0,4;18,8
01-01-2023 03:182;16,6;6;2,6;0;114;0;0,3;2,9;3,3;6,2;0,3;18,1
01-01-2023 04:182;13,7;4;2,2;0;120;0;0,3;4,8;4;8,8;0,4;17,9
01-01-2023 05:182;9,7;5;1,1;0;53;0;0,3;5,1;5,6;10,7;0,6;18,5
01-01-2023 06:182;7,8;6;1,2;0;80;0;0,3;4,3;6,3;10,6;0,4;17,6
01-01-2023 01:183;11,9;7;0,9;0;190;0;0,3;2,5;5,5;8;0,5;15,3
01-01-2023 02:183;12,6;5;1,6;0;101;0;0,2;1,7;4;5,7;0,3;15
01-01-2023 03:183;11,7;1;0,7;0;159;0;0,3;3,5;7,7;11,3;0,3;14,2
01-01-2023 04:183;0;17;0,9;0;125;0;0,4;6,8;9,4;16,1;0,3;13,6
01-01-2023 05:183;28,1;5;0,5;0;80;0;0,3;2;5,9;7,9;0,1;13,5
01-01-2023 06:183;9,2;5;0,9;0;42;0;0,2;1,9;4,8;6,7;0,2;13,3
01-01-2023 01:184;18,5;5;1;0;13;0;0,2;1,2;4;5,2;0,4;12,4
01-01-2023 02:184;6,5;5;0,7;0;15;0;0,2;0,3;2,8;3,1;0,3;12,3
01-01-2023 03:184;0;18;1;0;353;0;0,2;0,2;2,4;2,6;0,3;12,7
01-01-2023 04:184;11;11;1,3;0;110;0;0,2;0,3;1,8;2,1;0,4;12,4
01-01-2023 05:184;10;10;1,5;0;88;0;0,2;1,5;3,8;5,3;0,5;12,4
01-01-2023 06:184;11,2;10;1,2;0;80;0;0,4;10,5;10;20,5;0,6;12,7
01-01-2023 01:185;21;10;0,6;0;356;0;0,7;21,6;14,4;36;0,8;12,8
01-01-2023 02:185;21,9;9;0,9;0;37;0;0,7;17,2;10,8;28;0,7;13,6
01-01-2023 03:185;26,1;7;1,2;0;21;0;0,3;4,6;5,5;10;0,4;14,3
01-01-2023 04:185;15,1;6;1,7;0;347;0;0,4;6,7;6,7;13,4;0,6;16,1
01-01-2023 05:185;23,7;7;1,7;0;348;0;0,4;6,2;6,8;13;0,5;17,7
01-01-2023 06:185;19;7;1,7;0;82;0;0,4;5,5;6;11,6;0,5;17
01-01-2023 01:186;14,4;6;2,3;0;137;0;0,3;5,1;4,1;9,2;0,5;18,7
01-01-2023 02:186;31;5;3,8;0,1;122;0;0,3;3,5;2,7;6,2;0,5;17,1
01-01-2023 03:186;10,7;4;4,2;0,1;110;0;0,3;4,2;3,3;7,5;0,5;14,6
01-01-2023 04:186;8,9;5;1;0,3;93;0;0,4;10,2;9,2;19,4;0,6;14,6
01-01-2023 05:186;16,1;8;1,7;0,5;111;0;0,5;11,1;9,2;20,4;0,7;13,4
01-01-2023 06:186;12,4;6;1,1;0;123;0;0,5;10,1;8,1;18,2;0,5;13,6
01-01-2023 01:187;21,7;8;1;0;121;0;0,8;23,8;12,2;36;1;12,9
01-01-2023 02:187;23,1;10;0,6;0;66;0;0,5;11,3;8,8;20,1;0,6;13,1
01-01-2023 03:187;9,4;7;0,6;0;86;0;0,5;10,6;10,1;20,7;0,5;12,7
01-01-2023 04:187;11,4;8;0,7;0;142;0;1;46;13,2;59,2;1,2;11,4
01-01-2023 05:187;29,8;6;0,7;0;111;0;0,6;20,7;9,1;29,8;0,7;11,2
01-01-2023 06:187;15,4;2;0,6;0;107;0;0,4;12,2;7,9;20,1;0,6;10,8
01-01-2023 01:188;11,9;1;0,7;0;113;0;0,3;3,8;6,4;10,3;0,4;11,3
01-01-2023 02:188;8,4;4;0,4;0;41;0;0,3;3,7;9,8;13,4;0,4;10,7
01-01-2023 03:188;9;9;0,9;0;349;0;0,3;8;11;18,9;0,4;9,9
01-01-2023 04:188;14,8;9;0,5;0;124;0;0,4;22,6;11,8;34,3;1;9,4
01-01-2023 05:188;19;7;0,3;0;259;0;0,7;33,5;12,4;45,9;1,1;10
01-01-2023 06:188;35,6;17;0,7;0;202;0;1,1;89,7;14,9;104,6;2,1;9,9
01-01-2023 01:189;47,8;31;1,2;0;355;0;1,4;99,6;17,7;117,3;2,4;9,3
01-01-2023 02:189;64,1;30;1,5;0;354;0;1,6;126,1;18,9;145;3,2;10,1
01-01-2023 03:189;68;49;0,2;0;316;0;1;53,9;15,8;69,7;1,6;14,9
01-01-2023 04:189;41,6;16;0,5;0;300;0;0,9;37,4;20,8;58,2;1,1;18
01-01-2023 05:189;51,4;25;1,1;0;338;0;0,5;16;15,6;31,6;1,1;20,1
01-01-2023 06:189;36,6;21;1,3;0;337;0;0,3;6,9;9,5;16,4;1,8;21,1
01-01-2023 01:190;28,8;23;1,3;0;283;0;0,3;3,7;8,5;12,2;1;23,2
01-01-2023 02:190;22,2;8;1,8;0;263;0;0,4;3,7;9,8;13,5;0,7;20,6
01-01-2023 03:190;31,7;8;1,8;0;259;0;0,4;3,4;8,5;11,9;0,7;20,1
01-01-2023 04:190;33,4;20;2,3;0;243;0;0,4;4,2;11,4;15,6;0,5;18,8
01-01-2023 05:190;37,1;11;2,7;0;122;0;0,3;4;7,9;12;0,5;16,4
01-01-2023 06:190;14,9;2;3,2;0;126;0;0,4;4,1;8,8;12,9;0,2;15,2
01-01-2023 01:191;17,8;0;1,6;0;106;0;0,5;4,6;13,3;17,9;0,5;15,3
01-01-2023 02:191;14,1;6;3,4;0,2;124;0;0,3;4;5,9;10;0,4;13,4
01-01-2023 03:191;15,8;6;1,1;0;350;0;0,4;5;12,6;17,6;0,6;13,9
01-01-2023 04:191;14,8;7;1,3;0;138;0;0,4;5,5;10,7;16,2;0,5;13,2
01-01-2023 05:191;20,7;3;1,2;0;136;0;0,3;4,2;10,1;14,3;0,4;13,1
01-01-2023 06:191;10,7;6;0,5;0;82;0;0,3;10,4;9,9;20,3;0,5;13,2
01-01-2023 01:192;10;10;0,9;0,2;98;0;0,3;2,2;5,8;7,9;0,4;12,6
01-01-2023 02:192;9,5;9;0,5;0;110;0;0,3;3,7;9,1;12,7;0,5;11,9
01-01-2023 03:192;8,7;6;1;0;22;0;0,3;2,5;9,3;11,9;0,5;12,1
01-01-2023 04:192;0;16;0,1;0;59;0;0,3;2;11,4;13,4;0,6;12,1
